!|.--> 35
#|#--> 62
$|$--> 3842
2.07|CD--> 2
2.08|CD--> 1
2.09|CD--> 1
2.1|CD--> 10
2.11|CD--> 3
2.12|CD--> 1
2.125|CD--> 1
2.14|CD--> 3
2.15|CD--> 1
2.17|CD--> 1
2.175|CD--> 1
2.18|CD--> 1
2.19|CD--> 4
2.2|CD--> 17
2.20|CD--> 1
2.22|CD--> 1
2.23|CD--> 1
2.25|CD--> 12
2.27|CD--> 2
2.28|CD--> 1
2.29|CD--> 2
2.3|CD--> 17
2.30|CD--> 3
2.33|CD--> 1
2.34|CD--> 1
2.35|CD--> 1
2.36|CD--> 1
2.375|CD--> 2
2.38|CD--> 2
2.39|CD--> 1
2.4|CD--> 15
2.41|CD--> 1
2.41-to-1|CD--> 1
2.42|CD--> 1
2.4225|CD--> 1
2.44|CD--> 1
2.45|CD--> 3
2.46|CD--> 2
2.49|CD--> 1
2.5|CD--> 51
2.50|CD--> 8
2.53|CD--> 3
2.54|CD--> 1
2.55|CD--> 1
2.56|CD--> 1
2.58|CD--> 5
2.6|CD--> 12
2.60|CD--> 5
2.61|CD--> 1
2.616|CD--> 1
2.62|CD--> 3
2.625|CD--> 1
2.63|CD--> 2
2.65|CD--> 1
2.66|CD--> 1
2.68|CD--> 2
2.7|CD--> 12
2.73|CD--> 1
2.74|CD--> 1
2.75|CD--> 4
2.76|CD--> 1
2.77|CD--> 2
2.79|CD--> 1
2.79-to-1|CD--> 1
2.8|CD--> 14
2.80|CD--> 3
2.85|CD--> 7
2.853|CD--> 1
2.87|CD--> 5
2.875|CD--> 1
2.88|CD--> 2
2.8896|CD--> 1
2.89|CD--> 1
2.8956|CD--> 1
2.9|CD--> 14
2.90|CD--> 1
2.90-mark|JJ--> 1
2.95|CD--> 2
2.9511|CD--> 1
2.9622|CD--> 1
20|CD--> 195
20%-owned|JJ--> 1
20,000|CD--> 15
20,000-gallon|JJ--> 1
20-day|JJ--> 1
20-hour|JJ--> 1
20-megabyte|JJ--> 1
20-minute|JJ--> 1
20-page|JJ--> 1
20-stock|JJ--> 2
20-stocks|NNS--> 1
20-week|JJ--> 1
20-year|JJ--> 6
20-year-old|JJ--> 1
20.125|CD--> 4
20.24|CD--> 1
20.3|CD--> 1
20.375|CD--> 1
20.38|CD--> 1
20.39|CD--> 1
20.4|CD--> 1
20.48|CD--> 1
20.5|CD--> 3
20.50|CD--> 1
20.6|CD--> 3
20.75|CD--> 1
20.9|CD--> 4
20.988.12|CD--> 1
200|CD--> 69
200,000|CD--> 18
200,000-share|JJ--> 2
200-300|CD--> 1
200-person|JJ--> 1
200-ruble|JJ--> 1
200.5|CD--> 1
200.6|CD--> 1
200.70|CD--> 1
2000|CD--> 10
2001|CD--> 7
2002|CD--> 2
2003|CD--> 3
2003-2005|CD--> 1
2003-2008|CD--> 1
2003\/2007|CD--> 5
2004|CD--> 12
2005|CD--> 3
2006|CD--> 2
2007|CD--> 6
2008|CD--> 8
2008-2009|CD--> 2
2009|CD--> 15
2009-2011|CD--> 1
200th|JJ--> 1
201,870|CD--> 1
201.2|CD--> 1
2010|CD--> 4
2011|CD--> 1
2013|CD--> 1
2014|CD--> 2
2015|CD--> 4
2016|CD--> 7
2018|CD--> 2
2019|CD--> 11
2023|CD--> 2
204-lawyer|JJ--> 1
204.3|CD--> 1
204.8|CD--> 1
205|CD--> 1
206|CD--> 1
206-199|JJ--> 1
206.3|CD--> 1
206.87|CD--> 1
207|CD--> 1
207,000|CD--> 1
208|CD--> 2
208.7|CD--> 2
2082.1|CD--> 1
209,000|CD--> 1
20\/32|CD--> 1
20th|JJ--> 3
21|CD--> 45
21,000|CD--> 1
21,687|CD--> 1
21-June|NNP--> 1
21-a-share|JJ--> 1
21-month|JJ--> 1
21.1|CD--> 1
21.125|CD--> 1
21.18|CD--> 1
21.2|CD--> 4
21.25|CD--> 1
21.25-a-share|JJ--> 1
21.3|CD--> 2
21.4|CD--> 4
21.44|CD--> 2
21.5|CD--> 2
21.7|CD--> 1
21.72|CD--> 1
21.8|CD--> 3
21.9|CD--> 1
210|CD--> 3
210,000|CD--> 1
210.2|CD--> 1
2102.2|CD--> 1
211.6|CD--> 1
2112.2|CD--> 1
2117.1|CD--> 1
212|CD--> 4
212.5|CD--> 1
2120.5|CD--> 1
2129.4|CD--> 2
213|CD--> 1
213.2|CD--> 1
214|CD--> 1
2142.6|CD--> 1
2149.3|CD--> 2
215|CD--> 1
215-898-6791|CD--> 1
215.04|CD--> 1
215.67|CD--> 1
215.86|CD--> 1
216|CD--> 5
216.49|CD--> 1
216.74|CD--> 1
2161.9|CD--> 1
217|CD--> 1
217.9|CD--> 1
2170|CD--> 1
219|CD--> 1
219.19|CD--> 1
219.27|CD--> 1
21\/32|CD--> 4
21st|JJ--> 2
22|CD--> 53
22,336|CD--> 1
22,925|CD--> 1
22-acre|JJ--> 1
22-month-old|JJ--> 1
22-rated|JJ--> 1
22-year-old|JJ--> 1
22.2|CD--> 2
22.25|CD--> 2
22.26|CD--> 1
22.3|CD--> 1
22.4|CD--> 3
22.5|CD--> 6
22.6|CD--> 2
22.61|CD--> 1
22.70|CD--> 1
22.76|CD--> 1
22.8|CD--> 5
220,000|CD--> 2
2200|CD--> 2
221|CD--> 3
221-person|JJ--> 1
221.61|CD--> 1
2210|CD--> 1
222|CD--> 1
223|CD--> 2
223-178|JJ--> 1
223.4|CD--> 1
223.7|CD--> 1
224|CD--> 1
225|CD--> 8
225.5|CD--> 1
225.7|CD--> 1
226|CD--> 1
226.3|CD--> 2
226.5|CD--> 1
227|CD--> 1
227.1|CD--> 1
227.3|CD--> 1
229|CD--> 3
229.03|CD--> 1
22\/32|CD--> 4
22nd|CD--> 1
22nd|JJ--> 1
23|CD--> 60
23-month-old|JJ--> 1
23.0|CD--> 1
23.031|CD--> 1
23.1|CD--> 2
23.11|CD--> 1
23.2|CD--> 2
23.20|CD--> 1
23.25|CD--> 1
23.3|CD--> 1
23.31|CD--> 1
23.4|CD--> 1
23.5|CD--> 4
23.50|CD--> 1
23.500|CD--> 1
23.625|CD--> 1
23.7|CD--> 2
23.8|CD--> 3
23.9|CD--> 1
230|CD--> 7
230,000|CD--> 1
230-person|JJ--> 1
231|CD--> 2
231-191|CD--> 1
231-191|JJ--> 1
232|CD--> 3
232.12|CD--> 1
232.4|CD--> 1
233|CD--> 1
234|CD--> 1
234.5|CD--> 1
235|CD--> 1
235,000|CD--> 2
235.2|CD--> 1
235.5|CD--> 1
236|CD--> 1
236.09|CD--> 1
236.23|CD--> 1
236.8|CD--> 1
237,960,000|CD--> 2
237.1|CD--> 1
237.8|CD--> 1
238|CD--> 3
238.3|CD--> 1
23\/32|CD--> 2
24|CD--> 48
24,000|CD--> 2
24,985,000|CD--> 1
24,999|CD--> 1
24-a-share|JJ--> 1
24-hour|JJ--> 3
24-month|JJ--> 1
24-year|JJ--> 1
24.05|CD--> 1
24.2|CD--> 2
24.213|CD--> 1
24.25|CD--> 1
24.4|CD--> 1
24.5|CD--> 3
24.50|CD--> 1
24.6|CD--> 1
24.7|CD--> 1
24.8|CD--> 3
24.9|CD--> 1
240|CD--> 5
240,000|CD--> 2
240.86|CD--> 1
2400|CD--> 1
240SX|NNP--> 1
241.7|CD--> 1
241.9|CD--> 1
2410|CD--> 1
242|CD--> 3
2423.9|CD--> 1
243|CD--> 1
243,677|CD--> 1
243.2|CD--> 1
243.4|CD--> 1
244.2|CD--> 1
244.8|CD--> 1
2445|CD--> 1
245|CD--> 2
245.3|CD--> 1
246|CD--> 2
246.6|CD--> 1
246.60|CD--> 1
246.9|CD--> 1
247|CD--> 3
247,000|CD--> 1
248|CD--> 2
248,279|CD--> 1
248.3|CD--> 1
248.91|CD--> 1
249-166|JJ--> 1
249.68|CD--> 1
24\/32|CD--> 2
24th|JJ--> 1
25|CD--> 136
25,000|CD--> 10
25-year-old|JJ--> 2
25.01|CD--> 1
25.12|CD--> 1
25.25|CD--> 1
25.3|CD--> 2
25.4|CD--> 2
25.5|CD--> 1
25.51|CD--> 1
25.6|CD--> 1
25.7|CD--> 1
25.78|CD--> 1
25.8|CD--> 2
25.875|CD--> 1
25.96|CD--> 1
250|CD--> 34
250,000|CD--> 10
250,000-square-foot|JJ--> 1
250-170|JJ--> 1
250.2|CD--> 1
2500|CD--> 1
251|CD--> 3
251.8|CD--> 1
252|CD--> 3
253|CD--> 2
254|CD--> 1
254,200|CD--> 1
255|CD--> 1
256|CD--> 1
256.18|CD--> 1
256.6|CD--> 2
257.5|CD--> 1
257.8|CD--> 1
258|CD--> 1
258,000|CD--> 1
2596.72|CD--> 3
25\/32|CD--> 1
25th|JJ--> 3
26|CD--> 57
26-week|JJ--> 3
26-year-old|JJ--> 2
26.1|CD--> 1
26.125|CD--> 1
26.23|CD--> 1
26.29|CD--> 1
26.5|CD--> 2
26.50|CD--> 3
26.54|CD--> 1
26.6|CD--> 1
26.7|CD--> 2
26.805|CD--> 1
26.875|CD--> 2
26.9|CD--> 1
260|CD--> 5
260.5|CD--> 1
2603.48|CD--> 3
2611.68|CD--> 1
2613.73|CD--> 5
2618.03|CD--> 1
262.4|CD--> 1
263.2|CD--> 1
264|CD--> 3
2640|CD--> 1
2645.08|CD--> 4
265|CD--> 2
265.79|CD--> 1
2653.28|CD--> 5
2659.22|CD--> 5
266.5|CD--> 1
2662.91|CD--> 1
267|CD--> 3
2676.60|CD--> 1
268|CD--> 3
268.3|CD--> 1
268.6|CD--> 1
2680|CD--> 1
2681.22|CD--> 1
2681.76|CD--> 1
2692.65|CD--> 1
2697.58|CD--> 1
26th|NNP--> 1
27|CD--> 43
27,000|CD--> 2
27,500|CD--> 1
27-March|NNP--> 1
27-week|JJ--> 1
27-year|JJ--> 1
27-year-old|JJ--> 2
27.1|CD--> 5
27.125|CD--> 1
27.2|CD--> 1
27.4|CD--> 1
27.5|CD--> 1
27.50|CD--> 1
27.6|CD--> 2
27.7|CD--> 2
27.75|CD--> 1
27.875|CD--> 1
27.9|CD--> 3
27.90|CD--> 1
27.95|CD--> 1
270|CD--> 8
273|CD--> 1
273,000|CD--> 1
273-121|JJ--> 1
274|CD--> 1
274.2|CD--> 1
275|CD--> 5
275,000|CD--> 1
276,334|CD--> 1
276.8|CD--> 2
277|CD--> 1
278|CD--> 2
278.4|CD--> 1
279|CD--> 2
279.39|CD--> 1
279.75|CD--> 1
2791.41|CD--> 2
27\/32|CD--> 1
27th|JJ--> 1
28|CD--> 53
28%-owned|JJ--> 1
28,000|CD--> 1
28-ounce|JJ--> 1
28-question|JJ--> 1
28.1|CD--> 1
28.2|CD--> 1
28.3|CD--> 1
28.4|CD--> 3
28.461|CD--> 1
28.5|CD--> 2
28.7|CD--> 2
28.75|CD--> 1
280|CD--> 3
280.7|CD--> 1
281.2|CD--> 1
282|CD--> 3
282.08|CD--> 1
283-132|JJ--> 1
283.2|CD--> 1
283.7|CD--> 2
283.8|CD--> 2
283.9|CD--> 1
285|CD--> 1
286|CD--> 2
286.8|CD--> 1
287|CD--> 1
287,209|CD--> 1
287-123|JJ--> 1
288|CD--> 2
288.9|CD--> 1
289|CD--> 1
2890|CD--> 1
28th|JJ--> 1
29|CD--> 42
29,700|CD--> 1
29-inch|JJ--> 1
29-year-old|JJ--> 1
29.1|CD--> 1
29.4|CD--> 2
29.583|CD--> 1
29.66|CD--> 1
29.75|CD--> 1
290|CD--> 2
290,541|CD--> 1
290.1|CD--> 1
291-page|JJ--> 1
291.6|CD--> 1
293.29|CD--> 1
293.7|CD--> 1
294.6|CD--> 1
295|CD--> 1
296.95|CD--> 1
297|CD--> 1
2:25|CD--> 1
2:43|CD--> 1
2\/32|CD--> 9
3|CD--> 125
3|LS--> 4
3,000|CD--> 12
3,027,330|CD--> 1
3,040,000|CD--> 1
3,102,935|CD--> 1
3,200|CD--> 2
3,250,000|CD--> 1
3,300|CD--> 1
3,350|CD--> 1
3,372|CD--> 1
3,420,936|CD--> 1
3,437|CD--> 1
3,450|CD--> 1
3,500|CD--> 2
3,600|CD--> 1
3,609,800|CD--> 1
3,632|CD--> 1
3-1|CD--> 1
3-1|JJ--> 1
3-4|CD--> 1
3-D|JJ--> 1
3-Day-Old|JJ--> 1
3-for-1|JJ--> 2
3-for-2|JJ--> 3
3-inch|JJ--> 1
3.0|CD--> 1
3.00|CD--> 1
3.02|CD--> 1
3.05|CD--> 1
3.07|CD--> 1
3.1|CD--> 13
3.10|CD--> 4
3.12|CD--> 1
3.14|CD--> 1
3.16|CD--> 2
3.18|CD--> 8
3.19|CD--> 2
3.2|CD--> 8
3.20|CD--> 2
3.21|CD--> 1
3.23|CD--> 3
3.25|CD--> 3
3.26|CD--> 2
3.27|CD--> 2
3.28|CD--> 1
3.3|CD--> 9
3.31|CD--> 2
3.33|CD--> 2
3.35|CD--> 5
3.36|CD--> 1
3.39|CD--> 1
3.4|CD--> 14
3.40|CD--> 2
3.41|CD--> 1
3.43|CD--> 4
3.45|CD--> 3
3.46|CD--> 2
3.49|CD--> 1
3.5|CD--> 21
3.50|CD--> 1
3.51|CD--> 1
3.52|CD--> 4
3.526|CD--> 1
3.53|CD--> 2
3.54|CD--> 1
3.55|CD--> 2
3.56|CD--> 2
3.57|CD--> 2
3.59|CD--> 1
3.6|CD--> 13
3.60|CD--> 1
3.61|CD--> 1
3.625|CD--> 2
3.64|CD--> 2
3.66|CD--> 1
3.68|CD--> 2
3.69|CD--> 7
3.7|CD--> 13
3.71|CD--> 1
3.72|CD--> 3
3.73|CD--> 1
3.74|CD--> 2
3.75|CD--> 3
3.8|CD--> 11
3.84|CD--> 1
3.85|CD--> 1
3.87|CD--> 2
3.89|CD--> 1
3.9|CD--> 14
3.90|CD--> 2
3.92|CD--> 1
3.95|CD--> 2
3.97|CD--> 1
30|CD--> 291
30%-owned|JJ--> 1
30,000|CD--> 7
30,180|CD--> 1
30-Nov.|NNP--> 1
30-Oct|NNP--> 1
30-a-share|JJ--> 1
30-day|JJ--> 11
30-odd|JJ--> 1
30-second|JJ--> 3
30-share|JJ--> 6
30-stock|JJ--> 1
30-year|CD--> 1
30-year|JJ--> 40
30-year-old|JJ--> 1
30.1|CD--> 2
30.2|CD--> 2
30.25|CD--> 1
30.3|CD--> 1
30.4|CD--> 1
30.6|CD--> 2
30.7|CD--> 1
30.84|CD--> 1
30.96|CD--> 1
300|CD--> 50
300,000|CD--> 4
300-a-share|JJ--> 2
300-day|JJ--> 6
300-megawatt|JJ--> 1
300.1|CD--> 1
300ZX|NNP--> 3
301|CD--> 1
302,000|CD--> 1
303|CD--> 1
303-107|JJ--> 1
303.7|CD--> 1
305|CD--> 3
305.7|CD--> 1
306|CD--> 1
307,000|CD--> 1
307.2|CD--> 1
308.32|CD--> 3
309|CD--> 5
3090|CD--> 2
30\/32|CD--> 1
30s|NNS--> 1
31|CD--> 100
31,143|CD--> 1
31,329|CD--> 1
31,777|CD--> 1
31.1|CD--> 2
31.18|CD--> 1
31.2|CD--> 1
31.22|CD--> 1
31.25|CD--> 2
31.3|CD--> 1
31.375|CD--> 1
31.4|CD--> 1
31.75|CD--> 1
312|CD--> 1
313,125|CD--> 1
313,800|CD--> 1
313.2|CD--> 1
314-968-3770|CD--> 1
314.09|CD--> 1
315|CD--> 1
315,546|CD--> 1
315.12|CD--> 1
315.2|CD--> 1
315.8|CD--> 1
317|CD--> 2
317.3|CD--> 1
318|CD--> 1
318.79|CD--> 1
32|CD--> 21
32,000|CD--> 1
32-a-share|JJ--> 2
32-acre|JJ--> 1
32-bit|JJ--> 2
32-nation|JJ--> 1
32-year-old|JJ--> 1
32.125|CD--> 1
32.2|CD--> 2
32.3|CD--> 1
32.5|CD--> 4
32.6|CD--> 1
32.9|CD--> 1
32.99|CD--> 1
320|CD--> 6
320-200|CD--> 2
320.4|CD--> 1
320.94|CD--> 1
321|CD--> 1
321-99|CD--> 1
321.5|CD--> 1
323|CD--> 2
323.2|CD--> 1
323s|NNS--> 2
325|CD--> 1
325-92|JJ--> 1
326|CD--> 2
328.2|CD--> 1
329.2|CD--> 1
33|CD--> 39
33,000|CD--> 3
33,270|CD--> 1
33-point|JJ--> 1
33-year-old|JJ--> 1
33.2|CD--> 1
33.25|CD--> 2
33.3|CD--> 2
33.6|CD--> 2
33.625|CD--> 1
33.875|CD--> 1
33.90|CD--> 1
330|CD--> 5
330,000|CD--> 1
330.1|CD--> 1
331|CD--> 1
332,000|CD--> 1
332.38|CD--> 1
333|CD--> 1
334,774|CD--> 2
334.5|CD--> 1
335|CD--> 1
335.07|CD--> 1
336|CD--> 1
336.4|CD--> 1
336.5|CD--> 1
337|CD--> 1
338|CD--> 1
338-44|RB--> 1
34|CD--> 22
34,215,000|CD--> 1
34,320|CD--> 1
34,500|CD--> 1
34-page|JJ--> 1
34.2|CD--> 2
34.25|CD--> 1
34.35|CD--> 1
34.6|CD--> 1
340|CD--> 3
340.36|CD--> 1
340.7|CD--> 1
340.83|CD--> 1
3406.31|CD--> 1
341,000|CD--> 1
3416.81|CD--> 1
342|CD--> 1
342.50|CD--> 1
3425.22|CD--> 1
3425.60|CD--> 1
3426.33|CD--> 1
3427.39|CD--> 1
344,354|CD--> 1
345|CD--> 2
346|CD--> 1
347|CD--> 1
348.2|CD--> 1
348.4|CD--> 1
349|CD--> 1
349,900|CD--> 1
349-0126|CD--> 1
35|CD--> 51
35,000|CD--> 4
35,000-to-$50,000|CD--> 1
35-hour|JJ--> 2
35-year-old|JJ--> 1
35.23|CD--> 1
35.25|CD--> 1
35.28|CD--> 1
35.38|CD--> 1
35.5|CD--> 1
35.50|CD--> 1
35.6|CD--> 1
35.6%-owned|JJ--> 1
35.7|CD--> 1
35.75|CD--> 1
350|CD--> 23
350,000|CD--> 1
350,000-square-foot|JJ--> 1
350-seat|JJ--> 1
351|CD--> 1
351.2|CD--> 1
351.5|CD--> 1
352|CD--> 2
352-mile|JJ--> 1
35378.44|CD--> 1
354,000|CD--> 1
354.4|CD--> 1
35417.44|CD--> 1
35442.40|CD--> 1
35452.72|CD--> 1
355|CD--> 1
35526.55|CD--> 1
35527.29|CD--> 1
35544.47|CD--> 1
35549.44|CD--> 1
35587.85|CD--> 1
356|CD--> 1
35678.49|CD--> 1
357|CD--> 1
357.49|CD--> 1
357.5|CD--> 1
35714.85|CD--> 1
358|CD--> 1
35th|JJ--> 1
36|CD--> 20
36,000|CD--> 1
36-page|JJ--> 1
36-year-old|JJ--> 1
36.125|CD--> 2
36.13|CD--> 1
36.25|CD--> 1
36.36|CD--> 1
36.6|CD--> 2
36.625|CD--> 1
36.87|CD--> 1
36.9|CD--> 1
360|CD--> 6
360,000|CD--> 1
360-day|JJ--> 1
361,000|CD--> 1
362|CD--> 3
363|CD--> 1
3636.06|CD--> 1
3642.90|CD--> 1
365-day|JJ--> 1
366.89|CD--> 1
367|CD--> 1
368.24|CD--> 1
368.25|CD--> 1
368.3|CD--> 1
368.5|CD--> 1
368.87|CD--> 1
369,000|CD--> 1
369.10|CD--> 1
37|CD--> 33
37,000|CD--> 1
37,820|CD--> 1
37,860|CD--> 1
37-a-share|JJ--> 1
37-hour|CD--> 1
37-year-old|JJ--> 2
37.5|CD--> 12
37.50|CD--> 1
37.6|CD--> 1
37.75|CD--> 2
37.8|CD--> 2
37.875|CD--> 1
370|CD--> 4
370.20|CD--> 1
370.58|CD--> 1
370.8|CD--> 1
370.85|CD--> 1
372.1|CD--> 1
372.50|CD--> 1
373.40|CD--> 1
373.48|CD--> 1
373.80|CD--> 1
374|CD--> 2
374.6|CD--> 2
374.70|CD--> 1
375|CD--> 4
375-an-ounce|JJ--> 1
375.40|CD--> 1
375.92|CD--> 1
376|CD--> 1
376,000|CD--> 1
376.36|CD--> 1
376.8|CD--> 1
376.80|CD--> 1
377.80|CD--> 1
378|CD--> 1
378.1|CD--> 1
378.30|CD--> 1
378.87|CD--> 1
37th|JJ--> 2
38|CD--> 34
38,000|CD--> 2
38,489|CD--> 1
38-pound|JJ--> 1
38-year-old|JJ--> 1
38.2|CD--> 1
38.5|CD--> 3
38.50|CD--> 2
38.75|CD--> 1
38.9|CD--> 1
380|CD--> 6
380.80|CD--> 1
381,000|CD--> 1
382|CD--> 1
382.2|CD--> 1
386|CD--> 1
388.5|CD--> 1
389|CD--> 1
389.6|CD--> 1
38th|NNP--> 1
39|CD--> 16
39,000|CD--> 3
39,300|CD--> 1
39-cents-a-pound|JJ--> 1
39-year-old|JJ--> 2
39.125|CD--> 1
39.19|CD--> 1
39.25|CD--> 1
39.31|CD--> 1
39.5|CD--> 1
39.55|CD--> 5
39.7|CD--> 1
39.8|CD--> 2
390|CD--> 2
390,000|CD--> 3
393|CD--> 2
394|CD--> 1
394-21|JJ--> 1
395|CD--> 2
395,000|CD--> 1
395,374|CD--> 1
395,700|CD--> 1
395.4|CD--> 1
396|CD--> 1
396,000|CD--> 1
3\/16|CD--> 1
3\/32|CD--> 10
3\/4|CD--> 134
3\/8|CD--> 72
3rd-biggest|JJ--> 1
4|CD--> 98
4|LS--> 3
4,000|CD--> 8
4,090,000|CD--> 1
4,199|CD--> 1
4,290|CD--> 1
4,300|CD--> 1
4,348|CD--> 1
4,350|CD--> 1
4,500|CD--> 1
4,750,000|CD--> 1
4,773|CD--> 1
4,800-acre|JJ--> 1
4,830|CD--> 1
4,900|CD--> 2
4,999|CD--> 1
4-0|JJ--> 2
4-1|CD--> 1
4-Dec.|NNP--> 1
4.03|CD--> 2
4.05|CD--> 1
4.06|CD--> 1
4.1|CD--> 6
4.11|CD--> 1
4.12|CD--> 2
4.14|CD--> 1
4.15|CD--> 1
4.2|CD--> 15
4.20|CD--> 2
4.22|CD--> 1
4.25|CD--> 12
4.26|CD--> 1
4.27|CD--> 1
4.3|CD--> 9
4.32|CD--> 2
4.35|CD--> 1
4.375|CD--> 3
4.38|CD--> 1
4.4|CD--> 8
4.40|CD--> 1
4.41|CD--> 1
4.45|CD--> 1
4.469|CD--> 1
4.5|CD--> 25
4.50|CD--> 2
4.52|CD--> 5
4.54|CD--> 1
4.55|CD--> 2
4.56|CD--> 2
4.58|CD--> 1
4.59|CD--> 1
4.6|CD--> 12
4.625|CD--> 2
4.63|CD--> 1
4.65|CD--> 1
4.67|CD--> 2
4.7|CD--> 12
4.70|CD--> 1
4.74|CD--> 1
4.75|CD--> 3
4.76|CD--> 1
4.8|CD--> 9
4.82|CD--> 1
4.875|CD--> 6
4.9|CD--> 13
4.90|CD--> 3
4.93|CD--> 1
4.97|CD--> 1
4.99|CD--> 1
40|CD--> 130
40,000|CD--> 9
40,800|CD--> 1
40-megabyte|JJ--> 1
40-year|JJ--> 1
40-year-old|JJ--> 6
40.1|CD--> 2
40.125|CD--> 1
40.3|CD--> 1
40.4|CD--> 2
40.5|CD--> 1
40.50|CD--> 1
40.6|CD--> 2
40.86|CD--> 1
40.9|CD--> 2
400|CD--> 32
400,000|CD--> 14
400-day|JJ--> 1
400-member|JJ--> 1
400.0|CD--> 1
400.4|CD--> 1
401|CD--> 3
401-18|CD--> 1
402.4|CD--> 1
403|CD--> 1
405.4|CD--> 2
405.9|CD--> 1
406|CD--> 1
406,000|CD--> 1
40s|CD--> 1
40th|JJ--> 1
41|CD--> 23
41,900|CD--> 1
41-lawyer|JJ--> 1
41-year-old|CD--> 1
41.3|CD--> 1
41.60|CD--> 4
41.725|CD--> 1
41.75|CD--> 1
41.8|CD--> 1
410|CD--> 3
410,000|CD--> 2
410.5|CD--> 1
412|CD--> 1
414|CD--> 1
415|CD--> 1
416|CD--> 2
416,000|CD--> 1
417|CD--> 1
42|CD--> 29
42,374|CD--> 1
42,455|CD--> 1
42-a-share|JJ--> 1
42-branch|JJ--> 1
42-day|JJ--> 1
42-year-old|JJ--> 1
42.0|CD--> 1
42.5|CD--> 3
42.75|CD--> 1
42.875|CD--> 1
42.9|CD--> 3
420|CD--> 2
420.68|CD--> 1
421,000|CD--> 1
423|CD--> 1
423.5|CD--> 1
425|CD--> 4
425,000|CD--> 2
425,000-square-foot|JJ--> 1
425.4|CD--> 1
428,000|CD--> 1
429|CD--> 1
429.9|CD--> 1
42nd|NNP--> 1
43|CD--> 22
43%-owned|JJ--> 2
43,000|CD--> 2
43-foot|JJ--> 1
43-year-old|JJ--> 1
43.1|CD--> 2
43.2|CD--> 1
43.34|CD--> 1
43.5|CD--> 1
43.50|CD--> 4
43.6|CD--> 1
43.75|CD--> 1
43.875|CD--> 1
430|CD--> 3
431|CD--> 1
432.61|CD--> 1
432.78|CD--> 1
435.5|CD--> 1
437.68|CD--> 1
438.15|CD--> 1
44|CD--> 32
44,000|CD--> 1
44,400|CD--> 2
44,796|CD--> 1
44,877|CD--> 2
44.08|CD--> 1
44.1|CD--> 2
44.2|CD--> 1
44.3|CD--> 2
44.375|CD--> 1
44.5|CD--> 1
44.50|CD--> 1
44.875|CD--> 1
44.92|CD--> 1
440|CD--> 1
440.99|CD--> 1
4400|CD--> 1
441.1|CD--> 1
443|CD--> 1
443.6|CD--> 2
444.19|CD--> 1
445.23|CD--> 1
445.7|CD--> 1
446.5|CD--> 1
447.76|CD--> 1
448|CD--> 1
448.80|CD--> 1
45|CD--> 48
45%-owned|JJ--> 1
45,000|CD--> 3
45-a-share|JJ--> 1
45-acre|JJ--> 1
45-year-old|JJ--> 2
45.00|CD--> 1
45.2|CD--> 3
45.3|CD--> 1
45.4|CD--> 1
450|CD--> 12
450,000|CD--> 1
451.37|CD--> 1
452.23|CD--> 1
452.75|CD--> 1
452.76|CD--> 1
4525|CD--> 1
454.6|CD--> 1
454.86|CD--> 1
455.63|CD--> 1
457.5|CD--> 1
457.52|CD--> 1
457.9|CD--> 1
458.15|CD--> 1
458.32|CD--> 1
46|CD--> 31
46,245,000|CD--> 1
46,835|CD--> 1
46,995|CD--> 1
46-year-old|JJ--> 2
46.02|CD--> 1
46.2|CD--> 3
46.5|CD--> 1
46.50|CD--> 1
46.6|CD--> 1
46.8|CD--> 1
46.80|CD--> 1
46.9|CD--> 2
460.05|CD--> 1
461|CD--> 1
461,200|CD--> 1
461.1|CD--> 1
461.70|CD--> 1
461.9|CD--> 1
462|CD--> 1
462.89|CD--> 1
464.7|CD--> 1
465|CD--> 1
465,000|CD--> 1
466|CD--> 1
467.22|CD--> 1
469|CD--> 1
47|CD--> 19
47-store|JJ--> 1
47-year-old|JJ--> 4
47.013|CD--> 1
47.1|CD--> 1
47.17|CD--> 1
47.3|CD--> 1
47.4|CD--> 1
47.46|CD--> 1
47.5|CD--> 1
47.50|CD--> 1
470|CD--> 4
470,000|CD--> 1
472|CD--> 1
472.5|CD--> 1
473|CD--> 1
475|CD--> 3
475.35|CD--> 1
475.6|CD--> 1
476|CD--> 1
476.14|CD--> 1
477.00|CD--> 1
477.1|CD--> 1
478|CD--> 1
478.28|CD--> 1
479|CD--> 1
48|CD--> 25
48,000|CD--> 1
48-hour|JJ--> 1
48-month|JJ--> 1
48-year-old|JJ--> 3
48.5|CD--> 1
48.7|CD--> 1
480|CD--> 1
480.4|CD--> 1
481,000|CD--> 1
484|CD--> 1
485|CD--> 1
486|CD--> 8
486-based|JJ--> 3
486.1|CD--> 1
486.6|CD--> 1
488|CD--> 3
488.60|CD--> 1
489.9|CD--> 1
49|CD--> 29
49%-owned|JJ--> 1
49,000|CD--> 1
49-member|JJ--> 1
49-year-old|JJ--> 2
49.1|CD--> 2
49.3|CD--> 1
49.4|CD--> 3
49.7|CD--> 2
49.8|CD--> 3
490|CD--> 3
492|CD--> 1
493|CD--> 1
494,100|CD--> 1
494.4|CD--> 1
494.8|CD--> 1
495,000|CD--> 1
496|CD--> 1
496,116|CD--> 1
497,400|CD--> 1
498|CD--> 1
499.4|CD--> 1
4\/32|CD--> 6
4th|JJ--> 1
5|CD--> 122
5|LS--> 1
5,000|CD--> 24
